nodeId	coords	edges
4857975_2	[47.38850787976545, 8.52334375949463, 450.63906457368284]	['4865057_0', '4857975_0', '4865066_3']
4867583_0	[47.386997888769564, 8.528407300254848, 451.84597258176655]	['4857982_3', '4868634_13', '4863557_0', '4856972_3']
6127916_0	[47.380316194017276, 8.542793034788465, 463.22917764261365]	['6235366_13', '6127917_0', '6127999_5', '6127920_0']
4858968_2	[47.372297008862205, 8.518844596365636, 461.29750143457204]	['4859178_0', '4864808_0', '4858968_0', '4865577_2']
4869273_0	[47.38388666023656, 8.534005739361316, 452.9925778862089]	['4868719_0', '4858566_0', '4865221_3', '4859282_2']
4858968_0	[47.371924132957304, 8.518167510241213, 461.6711682137102]	['4865968_5', '4869089_0', '4858968_2', '4869818_8']
4862513_4	[47.37093508740584, 8.541107565556633, 460.1376969413832]	['4864811_4', '4862093_0', '4864814_1', '4862093_3']
6048769_4	[47.37033138421206, 8.513728313650414, 467.0358406668529]	['4866230_3', '4859205_0', '6048770_0']
4863985_4	[47.38083195557201, 8.553580285974983, 555.9519303049892]	['4861823_2', '6166648_7', '6166649_6']
4868627_0	[47.387433086026086, 8.537692026650396, 481.3094740305096]	['4863935_1', '4863752_0', '4867577_1']
4861609_0	[47.38839174293988, 8.539156479058013, 493.02145966514945]	['4863751_5', '4856966_0', '4868624_3', '6235402_0']
4857425_1	[47.369086110336006, 8.553653898657663, 475.55792821291834]	['4857425_0', '4862477_0', '4860949_2']
4857425_0	[47.36917678146493, 8.55422276337502, 476.85011402796954]	['4857425_1', '4865949_0', '6102047_0']
4865206_0	[47.38442136435726, 8.55027448154166, 552.4777648691088]	['4858227_0', '4869836_0', '6125381_14']
4863963_0	[47.383436237192164, 8.540858166437463, 473.5208683293313]	['4869272_0', '4859295_17', '4859295_0']
4860991_0	[47.366663215091364, 8.535290368405805, 456.03285464737564]	['4860991_1', '4864437_0', '4857454_0', '4862662_0']
6104641_1	[47.36289824182536, 8.552851331783984, 462.78109511360526]	['4870005_6']
6117535_0	[47.36634218617101, 8.540627402748463, 455.423325330019]	['6114408_0', '6246215_0', '6117531_0', '6246209_4']
6265795_0	[47.384737004393564, 8.520668059745647, 452.1987418513745]	['6265795_2']
6265795_2	[47.38518320443816, 8.520877629424806, 451.9833495467901]	['6265795_0', '6267925_2', '4863759_24']
6114122_9	[47.36390106796918, 8.536275377477274, 455.11116403061897]	['6114122_0', '4866356_0', '6389767_0']
6114122_0	[47.363468370161065, 8.535578530666378, 455.5750097390264]	['6389779_0', '6114122_9', '6114121_0']
4858502_0	[47.37370809819518, 8.536082005288346, 457.5054261647165]	['4858502_6', '6244933_7', '4862314_0']
4865775_0	[47.37597005357121, 8.536029484036389, 455.9014945793897]	['6117276_1', '6115919_8', '4865775_7']
4865775_7	[47.37575029428819, 8.5370103709138, 456.0430880105123]	['4865785_3', '4869511_5', '4865775_0']
6246594_0	[47.38893794779173, 8.540366973731837, 502.73579329811037]	['4861612_10', '6246595_2', '6246595_2']
6115916_2	[47.37589081832873, 8.535740182853958, 454.24799561686814]	['6227667_0', '4868908_0', '6244908_0']
4868450_4	[47.3863102321161, 8.531761264450658, 452.2654191739857]	['4859278_0', '4857994_3', '4857986_5']
6265713_2	[47.377889078005055, 8.535613996429884, 456.16083491500467]	['6244944_0', '6265717_1', '4869506_0']
4868702_0	[47.377245065466944, 8.526711779313807, 457.0054994476959]	['4861373_3', '4863559_0', '4868913_0']
4868881_0	[47.37884049983113, 8.530963736591962, 455.5619987389073]	['4861369_0', '4861838_0', '4858925_0', '6265718_3']
4870875_0	[47.38548026718846, 8.526858241578655, 452.137550172396]	['4863557_0', '4868695_0', '4858556_0']
4862282_1	[47.37569348670391, 8.549119201559725, 499.6190301589668]	['4865789_3', '6245087_0', '6388447_2']
6127817_17	[47.38514438172902, 8.537096807116365, 478.0911348294467]	['4751682_1', '4868715_21', '6127820_0']
4858584_0	[47.38188431752807, 8.533620043398493, 453.5322676580399]	['4858584_1', '4858585_0', '4861815_0', '4858593_0']
4858584_1	[47.382459166858034, 8.534535172436247, 453.3828243929893]	['4858584_0', '6159506_1', '6246723_1']
6129767_2	[47.39052669742363, 8.536273498989484, 489.4837076989934]	['4861473_1']
4868636_0	[47.38743326850516, 8.525271768689521, 451.55397285707295]	['4861619_0', '4868636_4', '6265787_0']
4857987_0	[47.38612044623465, 8.546270885204654, 518.5113043924794]	['6128217_4', '4857987_3', '6128225_0']
6388653_9	[47.36908037308112, 8.538719478173729, 456.0050086360425]	['4857426_4', '6388653_0', '6388657_3']
6115458_0	[47.37708103004266, 8.541600962568163, 455.82894108630717]	['4869323_17', '6115268_3', '6115267_5']
4861690_0	[47.38220445075235, 8.53489302968539, 453.5571384197101]	['4861690_1', '6246723_0', '6246724_1']
4861690_1	[47.38235385419259, 8.53513257982991, 453.387501668185]	['4861690_0', '4859296_1', '6159623_38']
6106502_0	[47.37396535223441, 8.543717959481539, 456.38705008570105]	['4865985_0', '6388312_0', '4861946_0']
6106665_12	[47.36993535013153, 8.547025783757357, 482.0313725322485]	['6106664_0', '4862107_5', '6106300_2']
6128165_0	[47.38588937303983, 8.545505128825294, 514.1956884749234]	['4857987_3', '6128165_9', '6128104_0']
6388266_0	[47.374488688987874, 8.516157462777185, 460.4884026097134]	['6388267_0', '4869049_3', '6388266_4']
6234824_7	[47.387454295622184, 8.519053288194169, 450.9501672219485]	['6133263_0', '6234825_6', '6234862_6']
4867570_0	[47.38825473961794, 8.528539560383832, 457.15651035122573]	['4867570_2', '4861611_1', '6267982_2']
4865962_0	[47.37211122219301, 8.540941223402937, 462.37475394643843]	['4859187_0', '6115773_3', '4865533_6']
6389773_10	[47.36257312491139, 8.535065580762982, 455.33689257875085]	['6240878_5']
4861357_0	[47.3855957438401, 8.525606843807234, 451.87950284965336]	['4858556_0', '6388622_7', '6132181_2']
6247119_0	[47.37296052602006, 8.542760370574575, 454.92467360477895]	['6388434_2', '4859171_7', '6247118_0']
6128388_0	[47.38868141464481, 8.54647733314269, 536.3673136616126]	['6128387_9', '6128388_2', '6128388_2', '6128388_2']
6128388_2	[47.38915697795571, 8.54621438088246, 536.6983191538602]	['6128244_4', '6128388_0', '6128388_0', '6128388_0']
4858269_12	[47.379168091729284, 8.53854468301445, 455.47749782539904]	['6150052_1', '4858269_0', '6159925_0']
6128380_3	[47.389600907109696, 8.544628684533444, 528.44974200055]	['6128381_7', '4857965_4', '6128382_2']
4859157_1	[47.367411076511104, 8.54669739460477, 458.53237814083695]	['4859157_0', '6388662_10', '4859435_1']
4869309_0	[47.38004352978934, 8.540452890992722, 453.41825800202787]	['6159887_8', '4861833_0', '4858117_6']
6115956_7	[47.37151643939209, 8.535779231088373, 457.0575284808874]	['6115954_0', '6115960_3', '6115955_0', '6115958_4']
4863748_0	[47.38931708672698, 8.534973093794461, 476.5162215922028]	['4863748_4', '4856962_11', '4857964_4']
4863748_4	[47.38981006875605, 8.535841144312792, 484.0750415995717]	['4864778_6', '4863748_0', '4870871_0']
4858372_10	[47.37342390929033, 8.540720653425382, 471.67350406292826]	['4858092_4', '6115566_3', '6115381_0']
4860961_0	[47.36843936358931, 8.546614059149737, 463.9217435447499]	['4857435_0', '4865939_4', '4864587_0']
4861946_0	[47.374007086771236, 8.543694764321543, 456.27796306926757]	['4859162_1', '4865548_0', '6106502_0']
4870005_6	[47.36322137671367, 8.552434047959911, 462.23866252973676]	['6104641_1', '6104623_1', '4869976_0']
6114017_0	[47.363368796279765, 8.52433614702301, 484.5195896970108]	['6114018_39']
4862503_2	[47.371933565302655, 8.516480717964296, 462.82583798188716]	['4865579_3', '4869812_4', '4869044_3']
6388274_4	[47.373053721446745, 8.530143413741902, 458.33413663040847]	['4869787_5']
6246057_18	[47.377640576911844, 8.518657950676065, 457.79854952637106]	['6246060_1', '6115119_1', '6246058_0']
4859296_1	[47.38234354313864, 8.535413532501142, 453.3832460483536]	['4859296_0', '4861686_0', '4861690_1']
4859296_0	[47.38219212537897, 8.535612955683337, 453.5634460952133]	['4859296_1', '4869287_2', '4863976_0']
4857969_0	[47.38796196633126, 8.544186140203763, 522.3515293505043]	['4857969_4', '4861614_0', '6128245_9']
4863780_0	[47.385423536294525, 8.539880340806963, 481.46059154253453]	['4868706_0', '4861363_3', '6128156_0']
4857984_0	[47.38632341268675, 8.540685987299597, 490.49139671679586]	['4857984_1', '6128439_2', '6128451_0']
4859191_0	[47.371435798606115, 8.514258465015805, 464.50238686054945]	['4862512_0', '4864821_2', '4858515_3', '4861940_0']
6114172_22	[47.36776227454668, 8.529944880298256, 470.34533121064305]	['6117209_3', '6108948_3', '6114172_26', '4866198_7']
6114172_27	[47.367855214505866, 8.529954208943401, 469.9580760691315]	['6114172_26', '4869755_0', '6244318_1', '6117207_11']
6114172_26	[47.36784224665148, 8.529965303697665, 469.90509919356555]	['6114172_27', '6117207_11', '6114172_22', '6108948_2']
4857961_0	[47.39007918199158, 8.537276550750612, 491.6768831862137]	['4856951_9', '4861473_1', '4857966_10']
4865406_0	[47.3752185268103, 8.522651674995126, 459.01094519067556]	['4858960_0', '6240730_0', '4861919_2']
6115190_0	[47.3750866718959, 8.519394945328568, 459.36956758983433]	['4858202_2', '6115128_1', '6115121_0']
6265723_0	[47.379861372643965, 8.526683900397286, 455.64660275075585]	['6265725_1', '4865754_2', '6265724_0']
6115560_0	[47.37494663302667, 8.54080464298864, 459.9513910943642]	['6115560_10', '4862298_3', '4862299_2']
4863935_1	[47.387542636738914, 8.538021357006158, 483.23685215599835]	['4868627_0', '4856970_0', '6128161_0']
4859198_0	[47.370457423786725, 8.534832005796916, 457.784283451736]	['6244863_0', '4858538_0', '4859198_2']
6112383_6	[47.36796792504419, 8.519701714843713, 462.2920901235193]	['6112383_0', '4857453_3', '6112385_4']
6112383_0	[47.36781910107931, 8.518914516288541, 465.5202748524025]	['6112383_6']
6233882_12	[47.38507639972998, 8.55150552098425, 576.0427882838994]	['6125592_0', '6125591_0', '4868703_20']
4869505_0	[47.377169412792135, 8.535513692425202, 456.30784042179585]	['4868902_0', '6245164_0', '4868902_1']
4859199_4	[47.370309628705996, 8.550169635077488, 471.04921043198556]	['6245485_1', '4864836_10', '4862521_0']
4869541_10	[47.37302344863501, 8.527726346358145, 458.44364898093045]	['6114826_1', '4865574_6', '6246299_7']
6114338_2	[47.36899120196248, 8.529141379115998, 460.4018902108073]	['6114335_2', '6114349_1', '6244348_2']
6104971_11	[47.37561630478064, 8.553128337214403, 505.4561879308894]	['6104810_0', '6104971_0', '6104972_0']
6115567_0	[47.37307015822244, 8.540711039179108, 475.4584495089948]	['6245455_2', '6115566_3', '4859183_6']
4859427_0	[47.36773911431792, 8.5122832158635, 474.0431477855891]	['4859427_10', '6051733_0', '4860969_0']
4868744_0	[47.37952720780537, 8.545851647933823, 494.8041819082573]	['4860392_5', '4861352_0', '4865361_2', '4868744_4']
4858514_1	[47.37143875833331, 8.544004768515364, 465.0014438331127]	['4858514_0', '4859193_11', '4866008_4']
4858514_0	[47.37148818394399, 8.543950552028143, 464.9573677862063]	['4858514_1', '4858970_4', '4869809_1']
6388625_4	[47.37759965576962, 8.53228664919136, 456.08995114732534]	['6388626_0']
4868744_4	[47.37970523840282, 8.54635227748568, 500.9972058236599]	['4860385_0', '4868744_0', '4865752_3']
6114408_0	[47.36620665205371, 8.540457068851374, 455.38085533492267]	['6117535_0', '6114408_2', '6246209_0']
6114408_2	[47.366016820991916, 8.54006992928262, 455.549747409299]	['4865718_0', '6114408_0', '4865718_1']
6128387_9	[47.388491112003976, 8.54658642905056, 536.2117077019066]	['6128388_0', '6128404_8', '6128389_0']
6127999_5	[47.38001009021427, 8.542490647488991, 462.4472926668823]	['6127998_3', '6127916_0', '6235366_13']
6117526_4	[47.37386211416723, 8.520317314532532, 459.7958807144314]	['6117528_2', '4862316_0', '4865566_0']
4858183_8	[47.37668997610558, 8.514036420334724, 459.66370759066194]	['4865387_3', '4858183_0', '4861374_7']
4858183_0	[47.37620532307995, 8.515051966088553, 459.59097038023174]	['4858183_8', '6114724_1', '4868900_1']
4858205_3	[47.374753989875465, 8.543118228254068, 454.55956848338246]	['4861945_1', '4858197_1', '4858944_1']
4861686_0	[47.38253993334094, 8.535434376224812, 453.46470511704683]	['4858577_0', '4859296_1', '6159623_38']
4865575_2	[47.37343701836315, 8.517430434450194, 461.16390638705343]	['6112704_3', '4859174_3', '4865577_2']
4751355_3	[47.36583164238262, 8.523366114426388, 465.2320546330884]	['5967192_0', '4859476_0', '4751355_21', '4741730_0']
6128156_0	[47.38586162914414, 8.53981758554526, 483.4574946342036]	['4857988_0', '6128156_3', '4863780_0']
6115607_7	[47.372795685992074, 8.535470552871264, 457.6134556783363]	['4869547_0', '6115604_2', '4859177_0']
4858527_2	[47.370745767631576, 8.543006763528703, 455.81128291692585]	['4858526_6', '4862511_0', '4864809_3']
6244866_0	[47.37193957677964, 8.53354929569126, 458.8076550886035]	['6244868_1', '6244865_2', '6244865_2']
5929981_0	[47.3864846325824, 8.532943741437993, 454.4747671103105]	['4859278_0', '5929980_9', '4861355_7']
6104674_0	[47.36652249092221, 8.549009880693927, 464.98339384794235]	['6104374_0', '6104802_1', '6104672_0', '6104673_19']
4869678_0	[47.37710048744837, 8.548476761496175, 502.4059557141736]	['4869678_1', '6245081_2', '6245080_1']
4861474_3	[47.38558886404401, 8.542926731768146, 498.7870836732909]	['6389323_4', '4861474_0', '4870872_0']
4867323_4	[47.376982096928394, 8.53994620728207, 455.3008706374094]	['4868915_2', '4868896_0', '4868452_6']
6115381_8	[47.373859600893404, 8.541828445196264, 454.82323485426605]	['6115381_0', '6115969_1', '4865982_7']
6159653_2	[47.38291661335666, 8.535310992430077, 453.39983207918704]	['6159504_0', '4865221_3', '4861687_0']
6125390_0	[47.38857516306997, 8.548612314568567, 549.9384418418631]	['4861613_10', '6125387_2', '4867313_3']
6389339_0	[47.38733137504149, 8.52362313394232, 451.16990028787404]	['4856975_6', '4865066_3', '6389336_0', '4857975_0']
6131194_12	[47.38842526256423, 8.530722057694064, 454.90286284219474]	['6131194_0']
4862270_3	[47.377417341016226, 8.527773790754042, 456.9989751698449]	['4863559_0', '4862269_2', '4858274_2']
4862477_0	[47.367642458603285, 8.555335162407198, 474.8180470727384]	['4857425_1']
4867578_0	[47.387449307007955, 8.539595976335248, 490.9975131182]	['4856966_0', '4751007_7', '4751007_9']
4861451_0	[47.38931759612802, 8.527211469951833, 451.0080305710435]	['4857971_0', '6246754_1', '4867568_6']
4863756_0	[47.391735574386345, 8.523838950504205, 449.91701501142234]	['4863756_25']
6127415_0	[47.38847174600855, 8.540923289808532, 504.1664676479995]	['4856965_2', '4856959_4', '6128411_9']
6106302_0	[47.370748746762175, 8.546531863464285, 477.9187198346481]	['6106300_2', '4858524_0', '4862099_7']
4861950_2	[47.374454296716124, 8.516981834119617, 460.3766654934734]	['6113035_1', '6113038_0', '4861950_0', '6388267_0']
4861950_0	[47.37365650524785, 8.517192698054455, 461.10356452222914]	['6112704_3', '4861950_2', '4862315_5']
6060607_2	[47.376955127288355, 8.548753731397056, 502.39206088054925]	['6245081_2', '6060607_0', '4868912_1']
4868016_1	[47.364786428796585, 8.532655160453942, 456.48147019930184]	['4857484_3', '4864633_3', '4866222_0']
4865533_6	[47.371980668947536, 8.54144880594201, 457.0455875946209]	['4865533_0', '4865962_0', '4858083_0']
4865533_0	[47.37218168865084, 8.541673505904278, 455.1118293944746]	['6245415_3', '4865533_6', '4859187_0']
6389357_14	[47.387049310447296, 8.512454049957045, 449.14086697250605]	['6233947_2']
4864437_0	[47.366392874448486, 8.53453006095871, 455.87833519652486]	['4862664_1', '4859450_3', '4860991_0', '4862220_0']
6388653_0	[47.369234092277466, 8.539466478984602, 456.4608493372798]	['4860965_0', '6388653_9', '4868307_10']
6166583_0	[47.38306783863041, 8.547614018166973, 528.024032366462]	['4859284_9', '4861808_1', '6166583_8']
6112684_0	[47.367971948689956, 8.514343179464774, 483.45346339419484]	['6112684_13', '6112690_3', '4857460_3']
6104673_0	[47.368241151366774, 8.550379539948894, 476.64646789152175]	['6104673_19', '4865940_3', '4864582_0']
4865217_10	[47.38316376264206, 8.515527830131443, 461.0270718699321]	['6166639_5', '4861683_0', '6133266_0', '6037025_0']
4856965_0	[47.388080631273965, 8.54074764287248, 502.0966805983335]	['4751007_13', '4856965_2', '4861610_0']
4867356_5	[47.38898690956162, 8.511807033902992, 451.6993832234293]	['4867356_0']
4867356_0	[47.38899353728778, 8.510669961682929, 449.7495067650452]	['4867356_5']
6166530_0	[47.386424701642454, 8.523427255055, 451.0824987543747]	['6166531_0', '6166533_3', '6166536_0']
6234481_1	[47.38880775191037, 8.515615400382172, 449.35703471209854]	['6234122_0', '6233950_4', '6233955_2']
6247115_0	[47.36534294331628, 8.541222345613338, 454.71136707253754]	['6246209_0']
6114317_2	[47.36632987830225, 8.524950380147777, 465.4401439698413]	['6114313_17', '5967192_0', '6114333_12']
4862532_0	[47.370153589706725, 8.537654151193351, 456.1472440492362]	['4858544_0', '4858531_4', '6115951_0', '6388656_5']
4865983_1	[47.373886731714805, 8.546235832675476, 465.68071876559407]	['4865983_0', '4861948_0', '4861941_10']
6112703_4	[47.37566519851156, 8.516447624833956, 459.83699793182313]	['6240622_1', '4869530_11', '4869049_3', '6114724_1']
4857449_0	[47.36808078017182, 8.541072246127554, 456.1502803526819]	['4865952_1', '4859148_0', '4857449_3', '4857441_0']
4857449_3	[47.367360371283304, 8.54129761775149, 456.01995787303895]	['4862482_1', '4857449_0', '4864605_3']
4865983_0	[47.37396323845681, 8.546452278836151, 466.39429805241525]	['4865983_1', '4858089_3', '4862495_1']
4861009_1	[47.36523713723749, 8.532628167305889, 456.3663059454411]	['4860995_2', '4862686_0', '6117176_0']
6245263_1	[47.37257554143425, 8.550466126081616, 483.6839186977595]	['4861933_11', '6245260_0', '6245260_0']
6105036_4	[47.37423906943862, 8.544664287838422, 460.1913717286661]	['6388303_6', '4858087_2', '4865978_3', '4859168_0']
